,Country,Target Year,Population lag 4 years,Population lag 3 years,Population lag 2 years,Population lag 1 year,Population Current,Life Ex lag 4 years,Life Ex lag 3 years,Life Ex lag 2 years,Life Ex lag 1 year,Life Ex Current,GDP lag 4 years,GDP lag 3 years,GDP lag 2 years,GDP lag 1 year,GDP Current,GDP_cap lag 4 years,GDP_cap lag 3 years,GDP_cap lag 2 years,GDP_cap lag 1 year,GDP_cap Current,CO2 lag 4 years,CO2 lag 3 years,CO2 lag 2 years,CO2 lag 1 year,CO2 Current,Happy lag 4 years,Happy lag 3 years,Happy lag 2 years,Happy lag 1 year
128,Denmark,2017,5638152.0,5664199.0,5688695.0,5711346.0,5732277.0,78.8,78.9,79.2,79.7,80.0,343584000000.0,352994000000.0,302673000000.0,313116000000.0,332121000000.0,61191.1937,62548.98473,53254.85637,54663.99837,57610.09818,3846367301.0,3883910718.0,3919114412.0,3956125798.0,3990868885.0,7.5144248008728,7.5577826499939,7.59370231628418,7.64878559112549
139,Dominican Republic,2016,9930916.0,10048226.0,10165182.0,10281675.0,10397738.0,72.9,73.3,73.6,72.7,73.1,60681537196.0,62682163837.0,67179914027.0,71164825257.0,75704720190.0,6110.366576,6238.132367,6608.825501,6921.520594,7280.88361,551505694.0,572772654.0,594573265.0,618067854.0,642712421.0,5.38733196258545,5.06186246871948,5.23869848251343,5.60520267486572
140,Dominican Republic,2017,10048226.0,10165182.0,10281675.0,10397738.0,10513111.0,73.3,73.6,72.7,73.1,72.1,62682163837.0,67179914027.0,71164825257.0,75704720190.0,79997975622.0,6238.132367,6608.825501,6921.520594,7280.88361,7609.353275,572772654.0,594573265.0,618067854.0,642712421.0,666729343.0,5.06186246871948,5.23869848251343,5.60520267486572,5.43321561813354
151,Ecuador,2016,15474099.0,15707473.0,15951832.0,16212022.0,16491116.0,74.7,74.6,75.1,75.0,75.3,87924544000.0,95129659000.0,101726000000.0,99290381000.0,99937696000.0,5682.046108,6056.331213,6377.093929,6124.490887,6060.092962,889991732.0,929354073.0,972561015.0,1013320438.0,1052824471.0,5.94585180282593,5.96407508850098,6.11543750762939,5.83951854705811
152,Ecuador,2017,15707473.0,15951832.0,16212022.0,16491116.0,16785356.0,74.6,75.1,75.0,75.3,75.5,95129659000.0,101726000000.0,99290381000.0,99937696000.0,104296000000.0,6056.331213,6377.093929,6124.490887,6060.092962,6213.503127,929354073.0,972561015.0,1013320438.0,1052824471.0,1092100464.0,5.96407508850098,6.11543750762939,5.83951854705811,6.12801027297974
163,Egypt,2016,86422240.0,88404652.0,90424668.0,92442549.0,94447071.0,69.7,69.8,69.9,70.0,74.0,279116666667.0,288434108527.0,305595408895.0,329366576819.0,332441717791.0,3229.68563,3262.657586,3379.557986,3562.932658,3519.87324,4514926545.0,4721875713.0,4943543743.0,5162711129.0,5396833763.0,4.88507270812988,4.76253843307495,4.55674076080322,3.92934417724609
164,Egypt,2017,88404652.0,90424668.0,92442549.0,94447071.0,96442590.0,69.8,69.9,70.0,74.0,72.0,288434108527.0,305595408895.0,329366576819.0,332441717791.0,235733695652.0,3262.657586,3379.557986,3562.932658,3519.87324,2444.290387,4721875713.0,4943543743.0,5162711129.0,5396833763.0,5647438524.0,4.76253843307495,4.55674076080322,3.92934417724609,4.00545072555542
175,El Salvador,2016,6237922.0,6266076.0,6295124.0,6325121.0,6356137.0,71.2,71.7,71.4,72.0,72.0,21386150000.0,21990960000.0,22593470000.0,23438240000.0,24191430000.0,3428.409332,3509.526536,3589.042885,3705.579704,3805.995686,180939489.0,187033961.0,193185116.0,199860431.0,206506226.0,5.85652351379395,6.01849603652954,6.13982486724854,6.33931827545166
176,El Salvador,2017,6266076.0,6295124.0,6325121.0,6356137.0,6388124.0,71.7,71.4,72.0,72.0,73.0,21990960000.0,22593470000.0,23438240000.0,24191430000.0,24979190000.0,3509.526536,3589.042885,3705.579704,3805.995686,3910.254403,187033961.0,193185116.0,199860431.0,206506226.0,212522043.0,6.01849603652954,6.13982486724854,6.33931827545166,6.2411994934082
187,Georgia,2016,4064097.0,4048701.0,4035310.0,4024180.0,4015457.0,74.4,73.9,73.2,73.8,73.9,16488403076.0,17189551521.0,17627003455.0,14953950557.0,15141758567.0,4421.818242,4623.745725,4739.188338,4014.185944,4062.169888,581892065.0,589901363.0,598835761.0,608582745.0,618648980.0,4.28750801086426,4.12194061279297,4.44838619232178,4.45077466964722
188,Georgia,2017,4048701.0,4035310.0,4024180.0,4015457.0,4008723.0,73.9,73.2,73.8,73.9,74.2,17189551521.0,17627003455.0,14953950557.0,15141758567.0,16242916916.0,4623.745725,4739.188338,4014.185944,4062.169888,4357.000936,589901363.0,598835761.0,608582745.0,618648980.0,628828522.0,4.12194061279297,4.44838619232178,4.45077466964722,4.65909719467163
199,Germany,2016,80972629.0,81174373.0,81450370.0,81787411.0,82193770.0,79.8,79.9,80.0,81.0,85.0,3527140000000.0,3733800000000.0,3889090000000.0,3357590000000.0,3469850000000.0,43855.85447,46298.92292,48023.86998,41103.25644,42136.12079,86519543956.0,87350997794.0,88143585564.0,88939195779.0,89739882411.0,6.98421430587769,7.03713750839233,6.87376308441162,7.07432460784912
200,Germany,2017,81174373.0,81450370.0,81787411.0,82193770.0,82658409.0,79.9,80.0,81.0,85.0,86.0,3733800000000.0,3889090000000.0,3357590000000.0,3469850000000.0,3690850000000.0,46298.92292,48023.86998,41103.25644,42136.12079,44652.58917,87350997794.0,88143585564.0,88939195779.0,89739882411.0,90525765329.0,7.03713750839233,6.87376308441162,7.07432460784912,7.11836433410645
211,Ghana,2016,25996454.0,26607641.0,27224480.0,27849203.0,28481947.0,59.9,63.0,66.0,69.0,61.2,41270954737.0,62823043706.0,54782847753.0,49406568433.0,56165172899.0,1587.560932,2361.090324,2012.264247,1774.074771,1971.956935,246380976.0,260560852.0,275315435.0,291429885.0,307976954.0,3.86035108566284,3.98591613769531,4.51441144943237,5.48131084442139
212,Ghana,2017,26607641.0,27224480.0,27849203.0,28481947.0,29121464.0,63.0,66.0,69.0,61.2,61.6,62823043706.0,54782847753.0,49406568433.0,56165172899.0,60406382899.0,2361.090324,2012.264247,1774.074771,1971.956935,2074.290733,260560852.0,275315435.0,291429885.0,307976954.0,321716500.0,3.98591613769531,4.51441144943237,5.48131084442139,5.00369310379028
223,India,2016,1265780243.0,1280842119.0,1295600768.0,1310152392.0,1324517250.0,65.2,65.5,66.0,66.4,66.8,1827640000000.0,1856720000000.0,2039130000000.0,2103590000000.0,2294800000000.0,1443.882435,1449.610451,1573.885642,1605.605445,1732.554242,35441483368.0,37478420449.0,39664276367.0,41932843845.0,44315067065.0,4.42437934875488,4.34207916259766,4.17917728424072,4.04611110687256
224,India,2017,1280842119.0,1295600768.0,1310152392.0,1324517250.0,1338676779.0,65.5,66.0,66.4,66.8,67.3,1856720000000.0,2039130000000.0,2103590000000.0,2294800000000.0,2651470000000.0,1449.610451,1573.885642,1605.605445,1732.554242,1980.66702,37478420449.0,39664276367.0,41932843845.0,44315067065.0,46748922819.0,4.34207916259766,4.17917728424072,4.04611110687256,3.81806874275208
235,Israel,2016,7614946.0,7734834.0,7854216.0,7978496.0,8108984.0,84.0,81.0,81.5,81.7,81.8,258417000000.0,294167000000.0,310945000000.0,300078000000.0,319024000000.0,32667.60687,36499.45611,37847.64994,35808.43643,37330.2618,1893851260.0,1956982946.0,2017334780.0,2080309704.0,2141528830.0,7.40057039260864,7.07941102981567,7.159010887146,7.33103609085083
236,Israel,2017,7734834.0,7854216.0,7978496.0,8108984.0,8243849.0,81.0,81.5,81.7,81.8,81.8,294167000000.0,310945000000.0,300078000000.0,319024000000.0,355277000000.0,36499.45611,37847.64994,35808.43643,37330.2618,40774.12961,1956982946.0,2017334780.0,2080309704.0,2141528830.0,2200402028.0,7.07941102981567,7.159010887146,7.33103609085083,6.92717885971069
247,Italy,2016,59879469.0,60166828.0,60409622.0,60578489.0,60663068.0,81.3,81.5,81.6,81.8,82.0,2086960000000.0,2141920000000.0,2162010000000.0,1836640000000.0,1877070000000.0,35051.52127,35560.08141,35565.72138,30242.38614,30960.73151,21954819628.0,22324653965.0,22674235720.0,23035538202.0,23393598945.0,6.0265851020813,5.84768390655518,5.95452404022217,6.19887018203735
248,Italy,2017,60166828.0,60409622.0,60578489.0,60663068.0,60673694.0,81.5,81.6,81.8,82.0,82.0,2141920000000.0,2162010000000.0,1836640000000.0,1877070000000.0,1961800000000.0,35560.08141,35565.72138,30242.38614,30960.73151,32406.72032,22324653965.0,22674235720.0,23035538202.0,23393598945.0,23746448857.0,5.84768390655518,5.95452404022217,6.19887018203735,6.51652669906616
259,Japan,2016,128423571.0,128314189.0,128168630.0,127985139.0,127763267.0,82.6,82.7,83.0,83.0,82.5,6272360000000.0,5212330000000.0,4896990000000.0,4444930000000.0,5003680000000.0,49145.28043,40898.6479,38475.39525,34960.63938,39375.47316,56150695737.0,57466038395.0,58729767154.0,59953163599.0,61156881479.0,5.92262077331543,5.87968444824219,5.95465087890625,5.9106764793396
260,Japan,2017,128314189.0,128168630.0,127985139.0,127763267.0,127502728.0,82.7,83.0,83.0,82.5,83.3,5212330000000.0,4896990000000.0,4444930000000.0,5003680000000.0,4930840000000.0,40898.6479,38475.39525,34960.63938,39375.47316,38834.05293,57466038395.0,58729767154.0,59953163599.0,61156881479.0,62345004321.0,5.87968444824219,5.95465087890625,5.9106764793396,5.79357528686523
271,Jordan,2016,8089963.0,8518992.0,8918822.0,9266573.0,9554286.0,73.0,73.1,73.3,73.4,73.6,31634561690.0,34454440141.0,36847643521.0,38587017887.0,39892551127.0,3910.346894,4044.426869,4131.44735,4164.108769,4175.356602,499638968.0,523452120.0,549347142.0,574903362.0,599248984.0,5.33302164077759,5.4045934677124,5.27128458023071,4.80808258056641
272,Jordan,2017,8518992.0,8918822.0,9266573.0,9554286.0,9785840.0,73.1,73.3,73.4,73.6,73.7,34454440141.0,36847643521.0,38587017887.0,39892551127.0,41408960845.0,4044.426869,4131.44735,4164.108769,4175.356602,4231.51828,523452120.0,549347142.0,574903362.0,599248984.0,624810262.0,5.4045934677124,5.27128458023071,4.80808258056641,4.63893365859985
283,Kazakhstan,2016,16751523.0,17026118.0,17302619.0,17572010.0,17830902.0,65.3,66.6,67.8,67.8,68.5,207999000000.0,236635000000.0,221416000000.0,184388000000.0,137278000000.0,12386.69927,13890.63096,12807.26069,10510.77189,7714.841844,11585818298.0,11839547143.0,12118579241.0,12407161642.0,12695847439.0,5.97009754180908,5.94999504089355,5.53355169296265,5.88235139846802
284,Kazakhstan,2017,17026118.0,17302619.0,17572010.0,17830902.0,18080023.0,66.6,67.8,67.8,68.5,69.1,236635000000.0,221416000000.0,184388000000.0,137278000000.0,166806000000.0,13890.63096,12807.26069,10510.77189,7714.841844,9247.581331,11839547143.0,12118579241.0,12407161642.0,12695847439.0,13003756325.0,5.94999504089355,5.53355169296265,5.88235139846802,6.00763607025146
295,Kenya,2016,44343469.0,45519986.0,46700063.0,47878339.0,49051531.0,56.8,57.9,59.1,63.0,61.2,56396706006.0,61671425370.0,68285768554.0,70120413329.0,74815121315.0,1271.815383,1354.820833,1462.220052,1464.554009,1525.235192,338195324.0,350965385.0,364738351.0,381039585.0,398195568.0,4.90457963943481,4.35761785507202,4.39612770080566,4.47565412521362
296,Kenya,2017,45519986.0,46700063.0,47878339.0,49051531.0,50221146.0,57.9,59.1,63.0,61.2,62.1,61671425370.0,68285768554.0,70120413329.0,74815121315.0,82035800868.0,1354.820833,1462.220052,1464.554009,1525.235192,1633.491216,350965385.0,364738351.0,381039585.0,398195568.0,414517880.0,4.35761785507202,4.39612770080566,4.47565412521362,4.65570259094238
307,Kosovo,2016,1807106.0,1815606.0,1820631.0,1804944.0,1771604.0,72.7,73.0,73.3,73.6,74.1,6163785173.0,6735731173.0,7074657898.0,6295820482.0,6682832632.0,3410.85978,3704.784221,3902.676013,3520.766449,3759.560246,100869.5,142814.3,199838.5,221943.4,202971.3,5.00037527084351,5.07746076583862,5.75941228866577,6.14919996261597
308,Kosovo,2017,1815606.0,1820631.0,1804944.0,1771604.0,1783531.0,73.0,73.3,73.6,74.1,74.6,6735731173.0,7074657898.0,6295820482.0,6682832632.0,7180813376.0,3704.784221,3902.676013,3520.766449,3759.560246,4009.380987,142814.3,199838.5,221943.4,202971.3,226627.7,5.07746076583862,5.75941228866577,6.14919996261597,6.39182567596436
319,Kyrgyzstan,2016,5621583.0,5731312.0,5844521.0,5959126.0,6074327.0,67.2,67.6,68.5,68.8,69.4,6605139933.0,7335027592.0,7468096567.0,6678178340.0,6813092066.0,1174.960849,1279.816487,1277.794462,1120.664061,1121.620892,778519250.0,788177555.0,798272973.0,808551854.0,818198082.0,5.25219297409058,4.90537595748901,4.85653400421143,5.62953662872314
320,Kyrgyzstan,2017,5731312.0,5844521.0,5959126.0,6074327.0,6189727.0,67.6,68.5,68.8,69.4,69.9,7335027592.0,7468096567.0,6678178340.0,6813092066.0,7702934800.0,1279.816487,1277.794462,1120.664061,1121.620892,1244.470847,788177555.0,798272973.0,808551854.0,818198082.0,827546156.0,4.90537595748901,4.85653400421143,5.62953662872314,5.29738330841064
331,Lithuania,2016,3045561.0,3008938.0,2971498.0,2931872.0,2889555.0,72.0,71.1,72.2,72.4,72.8,42927454291.0,46523420074.0,48533659592.0,41435533340.0,43047309306.0,14367.70942,15729.65247,16551.0182,14263.96458,15008.31324,1449724496.0,1463079340.0,1476186031.0,1489505521.0,1502856623.0,6.12572383880615,5.71137809753418,5.86555242538452,6.27294063568115
332,Lithuania,2017,3008938.0,2971498.0,2931872.0,2889555.0,2845419.0,71.1,72.2,72.4,72.8,73.0,46523420074.0,48533659592.0,41435533340.0,43047309306.0,47758736932.0,15729.65247,16551.0182,14263.96458,15008.31324,16885.40739,1463079340.0,1476186031.0,1489505521.0,1502856623.0,1516428455.0,5.71137809753418,5.86555242538452,6.27294063568115,6.30887889862061
343,Mexico,2016,117274156.0,118827158.0,120355137.0,121858251.0,123333379.0,76.0,75.6,75.7,75.6,76.1,1201090000000.0,1274440000000.0,1315350000000.0,1171870000000.0,1078490000000.0,10241.72783,10725.18359,10928.91601,9616.645558,8744.515559,16431337006.0,16921466676.0,17402595462.0,17884570053.0,18367368105.0,6.67983102798462,6.23628711700439,6.82417297363281,6.41029930114746
344,Mexico,2017,118827158.0,120355137.0,121858251.0,123333379.0,124777326.0,75.6,75.7,75.6,76.1,76.3,1274440000000.0,1315350000000.0,1171870000000.0,1078490000000.0,1158910000000.0,10725.18359,10928.91601,9616.645558,8744.515559,9287.849587,16921466676.0,17402595462.0,17884570053.0,18367368105.0,18827217256.0,6.23628711700439,6.82417297363281,6.41029930114746,6.54957866668701
355,Moldova,2016,4075804.0,4074585.0,4073407.0,4070705.0,4066013.0,70.581,70.968,71.267,71.478,71.617,8709138765.0,9496717702.0,9510198962.0,7745241913.0,8071469355.0,3045.730612,3322.04998,3328.79433,2732.46073,2880.43529,1338918767.0,1343818125.0,1348576941.0,1353358701.0,1358262372.0,5.91705846786499,6.01747226715088,5.57778406143188,5.32553052902222
356,Moldova,2017,4074585.0,4073407.0,4070705.0,4066013.0,4059687.0,70.968,71.267,71.478,71.617,71.717,9496717702.0,9510198962.0,7745241913.0,8071469355.0,9669741744.0,3322.04998,3328.79433,2732.46073,2880.43529,3509.686829,1343818125.0,1348576941.0,1353358701.0,1358262372.0,1363482883.0,6.01747226715088,5.57778406143188,5.32553052902222,5.6822772026062
367,Philippines,2016,97212639.0,98871558.0,100513137.0,102113206.0,103663812.0,67.5,67.5,68.0,67.9,68.0,261921000000.0,283903000000.0,297483000000.0,306446000000.0,318627000000.0,2694.305109,2871.429701,2959.645435,3001.043182,3073.654686,2400723081.0,2496517164.0,2597701089.0,2709843495.0,2832080804.0,5.31255006790161,5.54748916625977,5.430832862854,5.5942702293396
368,Philippines,2017,98871558.0,100513137.0,102113206.0,103663812.0,105172921.0,67.5,68.0,67.9,68.0,68.1,283903000000.0,297483000000.0,306446000000.0,318627000000.0,328481000000.0,2871.429701,2959.645435,3001.043182,3073.654686,3123.245642,2496517164.0,2597701089.0,2709843495.0,2832080804.0,2966982614.0,5.54748916625977,5.430832862854,5.5942702293396,5.8691725730896
379,Russia,2016,143993888.0,144325456.0,144664837.0,144985059.0,145275374.0,69.944,70.508,71.018,71.464,71.835,2208295773643.0,2292473246621.0,2059241965491.0,1363481063447.0,1276786979222.0,15336.03825,15884.05338,14234.5715,9404.28671,8788.736481,1595843000.0,1677642000.0,1683891000.0,1640747000.0,1623124000.0,6.03697681427002,5.99553871154785,5.85494565963745,5.57874298095703
380,Russia,2017,144325456.0,144664837.0,144985059.0,145275374.0,145530091.0,70.508,71.018,71.464,71.835,72.139,2292473246621.0,2059241965491.0,1363481063447.0,1276786979222.0,1574199387071.0,15884.05338,14234.5715,9404.28671,8788.736481,10817.0027,1677642000.0,1683891000.0,1640747000.0,1623124000.0,1573022000.0,5.99553871154785,5.85494565963745,5.57874298095703,5.51350021362305
391,Saudi Arabia,2016,29154906.0,30052058.0,30916603.0,31717676.0,32443443.0,73.2,73.3,73.4,73.7,73.9,735975000000.0,746647000000.0,756350000000.0,654270000000.0,644936000000.0,25243.602,24845.12466,24464.21256,20627.92178,19878.76817,10963180158.0,11503985390.0,12113191007.0,12788069175.0,13427125661.0,6.27837800979614,6.34549188613892,6.47392129898071,6.29428243637085
392,Saudi Arabia,2017,30052058.0,30916603.0,31717676.0,32443443.0,33101182.0,73.3,73.4,73.7,73.9,74.1,746647000000.0,756350000000.0,654270000000.0,644936000000.0,688586000000.0,24845.12466,24464.21256,20627.92178,19878.76817,20802.46179,11503985390.0,12113191007.0,12788069175.0,13427125661.0,14066503627.0,6.34549188613892,6.47392129898071,6.29428243637085,6.35639333724976
403,South Africa,2016,52832659.0,53687125.0,54544184.0,55386369.0,56207649.0,54.5,55.3,56.5,58.0,58.9,434401000000.0,400886000000.0,381199000000.0,346710000000.0,323586000000.0,8222.197279,7467.079185,6988.808739,6259.839681,5756.965741,17456192937.0,17912058881.0,18392686817.0,18843258345.0,19308027414.0,4.82845640182495,4.88732576370239,4.76973962783813,4.51365518569946
404,South Africa,2017,53687125.0,54544184.0,55386369.0,56207649.0,57009751.0,55.3,56.5,58.0,58.9,59.2,400886000000.0,381199000000.0,346710000000.0,323586000000.0,381449000000.0,7467.079185,6988.808739,6259.839681,5756.965741,6690.939847,17912058881.0,18392686817.0,18843258345.0,19308027414.0,19772226154.0,4.88732576370239,4.76973962783813,4.51365518569946,4.88392210006714
415,South Korea,2016,50060639.0,50345720.0,50607904.0,50823087.0,50983446.0,81.137,81.472,81.795,82.1,82.379,1278427634343.0,1370795199976.0,1484318219634.0,1465773245547.0,1500111596236.0,25537.58122,27227.6412,29329.77069,28840.69686,29423.50339,580129900.0,602183000.0,603828700.0,602311600.0,588734300.0,5.80132532119751,5.78021144866943,5.97056436538696,5.87388706207275
416,South Korea,2017,50345720.0,50607904.0,50823087.0,50983446.0,51096408.0,81.472,81.795,82.1,82.379,82.628,1370795199976.0,1484318219634.0,1465773245547.0,1500111596236.0,1623901496836.0,27227.6412,29329.77069,28840.69686,29423.50339,31781.12827,602183000.0,603828700.0,602311600.0,588734300.0,607478500.0,5.78021144866943,5.97056436538696,5.87388706207275,5.84023141860962
427,Spain,2016,47063059.0,46930554.0,46777927.0,46671919.0,46634131.0,89.0,81.3,81.6,81.9,82.1,1324740000000.0,1355140000000.0,1371220000000.0,1195600000000.0,1232910000000.0,28322.80925,29067.80946,29500.78943,25742.36883,26523.34822,12808317845.0,13061043968.0,13316111870.0,13587806073.0,13848564029.0,6.45647764205933,6.38066339492798,6.31861209869385,6.23017311096191
428,Spain,2017,46930554.0,46777927.0,46671919.0,46634131.0,46647425.0,81.3,81.6,81.9,82.1,82.0,1355140000000.0,1371220000000.0,1195600000000.0,1232910000000.0,1312540000000.0,29067.80946,29500.78943,25742.36883,26523.34822,28170.16786,13061043968.0,13316111870.0,13587806073.0,13848564029.0,14123205992.0,6.38066339492798,6.31861209869385,6.23017311096191,6.51337099075317
439,Sweden,2016,9542817.0,9618016.0,9692137.0,9764949.0,9836003.0,89.0,81.1,81.4,81.5,81.7,552484000000.0,586842000000.0,581964000000.0,505104000000.0,515655000000.0,58037.82132,61126.9432,60020.36046,51545.48361,51965.15715,4648288304.0,4693494300.0,4736830244.0,4780432845.0,4823694854.0,7.23914766311646,7.28892230987549,7.36874437332153,7.28680467605591
440,Sweden,2017,9618016.0,9692137.0,9764949.0,9836003.0,9904895.0,81.1,81.4,81.5,81.7,81.7,586842000000.0,581964000000.0,505104000000.0,515655000000.0,541019000000.0,61126.9432,60020.36046,51545.48361,51965.15715,53791.50873,4693494300.0,4736830244.0,4780432845.0,4823694854.0,4866288582.0,7.28892230987549,7.36874437332153,7.28680467605591,7.37479209899902
451,Tajikistan,2016,7874838.0,8059782.0,8252827.0,8454019.0,8663575.0,66.1,66.4,66.7,67.3,68.1,7633049792.0,8448469838.0,9112544556.0,8271454301.0,6992393787.0,969.2961039,1048.225602,1104.172358,978.4049812,807.1025861,435309882.0,438216775.0,442816897.0,448119179.0,454559091.0,4.89615774154663,5.12421083450317,5.10372114181519,5.82923412322998
452,Tajikistan,2017,8059782.0,8252827.0,8454019.0,8663575.0,8880270.0,66.4,66.7,67.3,68.1,68.8,8448469838.0,9112544556.0,8271454301.0,6992393787.0,7536439875.0,1048.225602,1104.172358,978.4049812,807.1025861,848.6723799,438216775.0,442816897.0,448119179.0,454559091.0,462424105.0,5.12421083450317,5.10372114181519,5.82923412322998,5.49746894836426
463,Tanzania,2016,47053033.0,48483132.0,49960563.0,51482638.0,53049231.0,60.47,61.398,62.288,63.111,63.844,39650530214.0,45680532614.0,49964788814.0,47378599025.0,49774021003.0,867.8574829,970.3995972,1030.077637,947.9333496,966.5029907,7331722.0,8661963.0,10479890.0,11478780.0,11382730.0,3.48327851295471,3.66059732437134,2.90273427963257,3.3471212387085
464,Tanzania,2017,48483132.0,49960563.0,51482638.0,53049231.0,54660345.0,61.398,62.288,63.111,63.844,64.479,45680532614.0,49964788814.0,47378599025.0,49774021003.0,53320625959.0,970.3995972,1030.077637,947.9333496,966.5029907,1004.906616,8661963.0,10479890.0,11478780.0,11382730.0,12411550.0,3.66059732437134,2.90273427963257,3.3471212387085,3.44502329826355
475,Thailand,2016,67835969.0,68144519.0,68438748.0,68714519.0,68971313.0,73.3,73.5,73.7,73.9,74.1,397558000000.0,420333000000.0,407339000000.0,401296000000.0,413366000000.0,5860.581471,6168.261356,5951.883487,5840.053067,5993.305516,5133403120.0,5421000776.0,5703649146.0,5989336794.0,6272771329.0,6.98546361923218,6.20176267623901,6.07363986968994,5.9388952255249
476,Thailand,2017,68144519.0,68438748.0,68714519.0,68971313.0,69209817.0,73.5,73.7,73.9,74.1,74.3,420333000000.0,407339000000.0,401296000000.0,413366000000.0,456357000000.0,6168.261356,5951.883487,5840.053067,5993.305516,6593.818352,5421000776.0,5703649146.0,5989336794.0,6272771329.0,6558730892.0,6.20176267623901,6.07363986968994,5.9388952255249,6.01156187057495
487,Turkey,2016,74651046.0,75925454.0,77229262.0,78529413.0,79827868.0,73.2,73.5,73.9,74.2,74.5,880556375780.0,957783020853.0,938952628604.0,864316670331.0,869692960366.0,11795.63346,12614.78161,12157.99043,11006.27952,10894.60338,7713414910.0,8058635494.0,8420310957.0,8801642900.0,9202882638.0,5.57979440689087,5.51446533203125,5.32622194290161,5.607262134552
488,Turkey,2017,75925454.0,77229262.0,78529413.0,79827868.0,81116451.0,73.5,73.9,74.2,74.5,74.8,957783020853.0,938952628604.0,864316670331.0,869692960366.0,858996263096.0,12614.78161,12157.99043,11006.27952,10894.60338,10589.66772,8058635494.0,8420310957.0,8801642900.0,9202882638.0,9628211868.0,5.51446533203125,5.32622194290161,5.607262134552,5.1856894493103
499,Uganda,2016,34558700.0,35694519.0,36911530.0,38225447.0,39649173.0,55.5,56.3,57.5,58.4,59.3,27305915761.0,28915786997.0,32612397758.0,32387183845.0,29203988815.0,790.1314506,810.090395,883.5287445,847.2676289,736.5598474,66949984.0,70704514.0,74794180.0,79319750.0,84110087.0,3.7699191570282,4.23768663406372,4.23326110839844,4.00051689147949
500,Uganda,2017,35694519.0,36911530.0,38225447.0,39649173.0,41166588.0,56.3,57.5,58.4,59.3,60.0,28915786997.0,32612397758.0,32387183845.0,29203988815.0,30744473912.0,810.090395,883.5287445,847.2676289,736.5598474,746.8307529,70704514.0,74794180.0,79319750.0,84110087.0,89483596.0,4.23768663406372,4.23326110839844,4.00051689147949,4.32171487808228
511,Ukraine,2016,45453805.0,45286988.0,45111530.0,44921636.0,44713708.0,67.5,67.7,69.2,69.8,75.0,182592000000.0,190499000000.0,133503000000.0,91030959455.0,93355993629.0,4004.804443,4187.739746,3104.643311,2124.662354,2187.730469,28654963929.0,28952213568.0,29209722174.0,29433544289.0,29667550244.0,4.29732990264893,3.96454286575317,4.02869033813477,4.3110671043396
512,Ukraine,2017,45286988.0,45111530.0,44921636.0,44713708.0,44487708.0,67.7,69.2,69.8,75.0,77.0,190499000000.0,133503000000.0,91030959455.0,93355993629.0,112091000000.0,4187.739746,3104.643311,2124.662354,2187.730469,2638.326172,28952213568.0,29209722174.0,29433544289.0,29667550244.0,29890635220.0,3.96454286575317,4.02869033813477,4.3110671043396,4.66190910339355
523,United Kingdom,2016,64525300.0,64984015.0,65423048.0,65860149.0,66297944.0,80.739,80.876,80.978,81.052,81.111,2719160000000.0,2803290000000.0,3087170000000.0,2956570000000.0,2722850000000.0,42686.80005,43713.81412,47787.2413,45404.56777,41499.5557,74955496204.0,75432883692.0,75871424691.0,76293764798.0,76693102192.0,6.75814771652222,6.51544523239136,6.82428359985352,7.10327339172363
524,United Kingdom,2017,64984015.0,65423048.0,65860149.0,66297944.0,66727463.0,80.876,80.978,81.052,81.111,81.168,2803290000000.0,3087170000000.0,2956570000000.0,2722850000000.0,2699020000000.0,43713.81412,47787.2413,45404.56777,41499.5557,40857.75558,75432883692.0,75871424691.0,76293764798.0,76693102192.0,77080667373.0,6.51544523239136,6.82428359985352,7.10327339172363,7.2334451675415
535,United States,2016,314043885.0,316400539.0,318673422.0,320878312.0,323015992.0,78.862,78.909,78.922,78.91,78.885,16254000000000.0,16843200000000.0,17550700000000.0,18206000000000.0,18695100000000.0,51784.41857,53291.12769,55123.84979,56762.72945,57866.74493,375000000000.0,380000000000.0,386000000000.0,391000000000.0,396000000000.0,7.15111446380615,6.86394691467285,6.80359983444214,6.99175930023193
536,United States,2017,316400539.0,318673422.0,320878312.0,323015992.0,325084758.0,78.909,78.922,78.91,78.885,78.861,16843200000000.0,17550700000000.0,18206000000000.0,18695100000000.0,19479600000000.0,53291.12769,55123.84979,56762.72945,57866.74493,59914.7778,380000000000.0,386000000000.0,391000000000.0,396000000000.0,401000000000.0,6.86394691467285,6.80359983444214,6.99175930023193,6.8826847076416
547,Uruguay,2016,3378975.0,3389436.0,3400439.0,3412013.0,3424139.0,75.4,76.4,76.6,76.3,77.0,51264390116.0,57531233351.0,57236013086.0,53274304222.0,57236652490.0,15171.58017,16973.68924,16831.94819,15613.74597,16715.63347,318648738.0,326141111.0,332825434.0,339550899.0,346071339.0,6.56144380569458,6.62808036804199,6.17148542404175,6.33600997924805
548,Uruguay,2017,3389436.0,3400439.0,3412013.0,3424139.0,3436645.0,76.4,76.6,76.3,77.0,76.5,57531233351.0,57236013086.0,53274304222.0,57236652490.0,64233966861.0,16973.68924,16831.94819,15613.74597,16715.63347,18690.89384,326141111.0,332825434.0,339550899.0,346071339.0,352233912.0,6.62808036804199,6.17148542404175,6.33600997924805,6.37171459197998
